;NU_ANO;NU_MES;CO_IBGE;NO_ENTE;SG_UF;CO_COMP_MASSA;CO_TIPO_FUNDO;NU_CNPJ_ORGAO;NO_ORGAO;CO_PODER;CO_TIPO_PODER;CO_TIPO_POPULACAO;CO_TIPO_CARGO;CO_CRITERIO_ELEGIBILIDADE;ID_SERVIDOR_MATRICULA;ID_SERVIDOR_CPF;ID_SERVIDOR_PIS_PASEP;CO_SEXO_SERVIDOR;CO_EST_CIVIL_SERVIDOR;DT_NASC_SERVIDOR;CO_SITUACAO_FUNCIONAL;CO_TIPO_VINCULO;DT_ING_SERV_PUB;DT_ING_ENTE;DT_ING_CARREIRA;NO_CARREIRA;DT_ING_CARGO;NO_CARGO;VL_BASE_CALCULO;VL_REMUNERACAO;VL_CONTRIBUICAO;NU_TEMPO_RGPS;NU_TEMPO_RPPS_MUN;NU_TEMPO_RPPS_EST;NU_TEMPO_RPPS_FED;NU_DEPENDENTES;IN_ABONO_PERMANENCIA;IN_PREV_COMP;VL_TETO_ESPECIFICO
497;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_498;498;498;2;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;1965.03;1965.03;275.10420000000005;0;0;0;0;1;2;2;29000
498;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_499;499;499;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;5983.26;5983.26;837.6564000000001;0;0;0;0;1;2;2;29000
499;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_500;500;500;1;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;8855.78;8855.78;992.2108000000002;0;0;0;0;1;2;2;29000
500;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_501;501;501;1;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Professor;2017-12-02;Professor;10784.95;10784.95;992.2108000000002;0;0;0;0;1;2;2;29000
501;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_502;502;502;1;2;1978-12-12;1;1;2003-12-06;2003-12-06;2003-12-06;Demais Servidores;2003-12-06;Demais Servidores;7895.79;7895.79;992.2108000000002;0;0;0;0;1;2;2;29000
502;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_503;503;503;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;4812.04;4812.04;673.6856;0;0;0;0;1;2;2;29000
503;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_504;504;504;1;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;5788.98;5788.98;810.4572000000001;0;0;0;0;1;2;2;29000
504;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_505;505;505;1;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;6640.61;6640.61;929.6854000000001;0;0;0;0;1;2;2;29000
505;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_506;506;506;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;5802.43;5802.43;812.3402000000001;0;0;0;0;1;2;2;29000
506;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_507;507;507;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3900.91;3900.91;546.1274000000001;0;0;0;0;1;2;2;29000
507;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_508;508;508;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;9894.82;9894.82;992.2108000000002;0;0;0;0;1;2;2;29000
508;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_509;509;509;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4843.77;4843.77;678.1278000000001;0;0;0;0;1;2;2;29000
509;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_510;510;510;1;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5273.12;5273.12;738.2368;0;0;0;0;1;2;2;29000
510;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_511;511;511;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
511;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_512;512;512;2;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5804.48;5804.48;812.6272;0;0;0;0;1;2;2;29000
512;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_513;513;513;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;4608.33;4608.33;645.1662;0;0;0;0;1;2;2;29000
513;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_514;514;514;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;2153.01;2153.01;301.42140000000006;0;0;0;0;1;2;2;29000
514;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_515;515;515;2;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;6799.27;6799.27;951.8978000000002;0;0;0;0;1;2;2;29000
515;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_516;516;516;1;2;1984-12-10;1;1;2009-12-04;2009-12-04;2009-12-04;Demais Servidores;2009-12-04;Demais Servidores;4339.27;4339.27;607.4978000000001;0;0;0;0;1;2;2;29000
516;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_517;517;517;2;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;8924.75;8924.75;992.2108000000002;0;0;0;0;1;2;2;29000
517;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_518;518;518;1;2;1999-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4993.18;4993.18;699.0452000000001;0;0;0;0;1;2;2;29000
518;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_519;519;519;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;3240.14;3240.14;453.61960000000005;0;0;0;0;1;2;2;29000
519;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_520;520;520;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Professor;2015-12-03;Professor;5705.02;5705.02;798.7028000000001;0;0;0;0;1;2;2;29000
520;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_521;521;521;1;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;2627.6;2627.6;367.86400000000003;0;0;0;0;2;2;2;29000
521;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_522;522;522;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
522;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_523;523;523;2;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;5459.44;5459.44;764.3216;0;0;0;0;1;2;2;29000
523;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_524;524;524;1;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Demais Servidores;2014-12-03;Demais Servidores;8331.62;8331.62;992.2108000000002;0;0;0;0;1;2;2;29000
524;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_525;525;525;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;5450.72;5450.72;763.1008000000002;0;0;0;0;1;2;2;29000
525;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_526;526;526;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;8459.96;8459.96;992.2108000000002;0;0;0;0;1;2;2;29000
526;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_527;527;527;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;5163.71;5163.71;722.9194000000001;0;0;0;0;2;2;2;29000
527;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_528;528;528;1;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;2411.8;2411.8;337.65200000000004;0;0;0;0;2;2;2;29000
528;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_529;529;529;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;2;2;2;29000
529;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_530;530;530;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;5722.86;5722.86;801.2004000000001;0;0;0;0;1;2;2;29000
530;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_531;531;531;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;10700.68;10700.68;992.2108000000002;0;0;0;0;1;2;2;29000
531;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_532;532;532;2;2;1995-12-08;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;9071.97;9071.97;992.2108000000002;0;0;0;0;1;2;2;29000
532;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_533;533;533;1;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;5717.02;5717.02;800.3828000000001;0;0;0;0;1;2;2;29000
533;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_534;534;534;1;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;3446.82;3446.82;482.55480000000006;0;0;0;0;1;2;2;29000
534;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_535;535;535;2;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;2102.59;2102.59;294.36260000000004;0;0;0;0;1;2;2;29000
535;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_536;536;536;1;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Professor;2012-12-03;Professor;11638.08;11638.08;992.2108000000002;0;0;0;0;1;2;2;29000
536;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_537;537;537;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;8491.27;8491.27;992.2108000000002;0;0;0;0;1;2;2;29000
537;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_538;538;538;2;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5649.42;5649.42;790.9188;0;0;0;0;1;2;2;29000
538;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_539;539;539;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;10660.07;10660.07;992.2108000000002;0;0;0;0;1;2;2;29000
539;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_540;540;540;2;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;6936.87;6936.87;971.1618000000001;0;0;0;0;1;2;2;29000
540;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_541;541;541;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;3514.57;3514.57;492.03980000000007;0;0;0;0;1;2;2;29000
541;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_542;542;542;2;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;9810.89;9810.89;992.2108000000002;0;0;0;0;1;2;2;29000
542;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_543;543;543;2;2;1986-12-10;1;1;2011-12-04;2011-12-04;2011-12-04;Demais Servidores;2011-12-04;Demais Servidores;6942.13;6942.13;971.8982000000001;0;0;0;0;1;2;2;29000
543;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_544;544;544;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;5715.21;5715.21;800.1294;0;0;0;0;1;2;2;29000
544;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_545;545;545;1;2;1998-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;2747.84;2747.84;384.6976000000001;0;0;0;0;1;2;2;29000
545;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_546;546;546;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Professor;2016-12-02;Professor;3190.02;3190.02;446.60280000000006;0;0;0;0;2;2;2;29000
546;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_547;547;547;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;4962.36;4962.36;694.7304;0;0;0;0;1;2;2;29000
547;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_548;548;548;2;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;7929.65;7929.65;992.2108000000002;0;0;0;0;1;2;2;29000
548;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_549;549;549;1;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;5688.55;5688.55;796.397;0;0;0;0;1;2;2;29000
549;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_550;550;550;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;4258.48;4258.48;596.1872;0;0;0;0;1;2;2;29000
550;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_551;551;551;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;3941.08;3941.08;551.7512;0;0;0;0;1;2;2;29000
551;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_552;552;552;1;2;1982-12-11;1;1;2007-12-05;2007-12-05;2007-12-05;Demais Servidores;2007-12-05;Demais Servidores;5488.13;5488.13;768.3382000000001;0;0;0;0;1;2;2;29000
552;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_553;553;553;2;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Professor;2014-12-03;Professor;1045.0;1045.0;146.3;0;0;0;0;2;2;2;29000
553;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_554;554;554;1;2;1982-12-11;1;1;2007-12-05;2007-12-05;2007-12-05;Demais Servidores;2007-12-05;Demais Servidores;10339.71;10339.71;992.2108000000002;0;0;0;0;1;2;2;29000
554;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_555;555;555;1;2;1996-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4210.69;4210.69;589.4966;0;0;0;0;1;2;2;29000
555;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_556;556;556;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;9446.01;9446.01;992.2108000000002;0;0;0;0;1;2;2;29000
556;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_557;557;557;2;2;1986-12-10;1;1;2011-12-04;2011-12-04;2011-12-04;Demais Servidores;2011-12-04;Demais Servidores;4486.83;4486.83;628.1562;0;0;0;0;1;2;2;29000
557;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_558;558;558;1;2;1984-12-10;1;1;2009-12-04;2009-12-04;2009-12-04;Demais Servidores;2009-12-04;Demais Servidores;8154.63;8154.63;992.2108000000002;0;0;0;0;1;2;2;29000
558;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_559;559;559;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;10736.5;10736.5;992.2108000000002;0;0;0;0;1;2;2;29000
559;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_560;560;560;1;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Demais Servidores;2012-12-03;Demais Servidores;4822.1;4822.1;675.0940000000002;0;0;0;0;1;2;2;29000
560;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_561;561;561;2;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4620.83;4620.83;646.9162;0;0;0;0;1;2;2;29000
561;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_562;562;562;1;2;1977-12-12;1;1;2002-12-06;2002-12-06;2002-12-06;Demais Servidores;2002-12-06;Demais Servidores;6069.37;6069.37;849.7118;0;0;0;0;1;2;2;29000
562;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_563;563;563;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Professor;2016-12-02;Professor;1263.37;1263.37;176.8718;0;0;0;0;1;2;2;29000
563;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_564;564;564;1;2;2003-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3825.23;3825.23;535.5322000000001;0;0;0;0;1;2;2;29000
564;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_565;565;565;2;2;1983-12-11;1;1;2008-12-04;2008-12-04;2008-12-04;Demais Servidores;2008-12-04;Demais Servidores;4901.03;4901.03;686.1442000000001;0;0;0;0;1;2;2;29000
565;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_566;566;566;2;2;1987-12-10;1;1;2012-12-03;2012-12-03;2012-12-03;Professor;2012-12-03;Professor;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
566;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_567;567;567;2;2;1999-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3955.37;3955.37;553.7518;0;0;0;0;1;2;2;29000
567;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_568;568;568;1;2;1983-12-11;1;1;2008-12-04;2008-12-04;2008-12-04;Professor;2008-12-04;Professor;5848.93;5848.93;818.8502000000001;0;0;0;0;1;2;2;29000
568;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_569;569;569;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;5617.41;5617.41;786.4374;0;0;0;0;1;2;2;29000
569;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_570;570;570;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Demais Servidores;2016-12-02;Demais Servidores;7417.45;7417.45;992.2108000000002;0;0;0;0;1;2;2;29000
570;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_571;571;571;2;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Professor;2016-12-02;Professor;8871.51;8871.51;992.2108000000002;0;0;0;0;1;2;2;29000
571;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_572;572;572;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;7467.19;7467.19;992.2108000000002;0;0;0;0;1;2;2;29000
572;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_573;573;573;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;1157.02;1157.02;161.98280000000003;0;0;0;0;1;2;2;29000
573;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_574;574;574;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;1045.0;1045.0;146.3;0;0;0;0;1;2;2;29000
574;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_575;575;575;2;2;1992-12-08;1;1;2017-12-02;2017-12-02;2017-12-02;Demais Servidores;2017-12-02;Demais Servidores;5319.01;5319.01;744.6614000000001;0;0;0;0;1;2;2;29000
575;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_576;576;576;1;2;1993-12-08;1;1;2018-12-02;2018-12-02;2018-12-02;Demais Servidores;2018-12-02;Demais Servidores;5672.79;5672.79;794.1906;0;0;0;0;1;2;2;29000
576;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_577;577;577;1;2;1999-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;4130.33;4130.33;578.2462;0;0;0;0;1;2;2;29000
577;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_578;578;578;1;2;1991-12-09;1;1;2016-12-02;2016-12-02;2016-12-02;Professor;2016-12-02;Professor;6023.66;6023.66;843.3124;0;0;0;0;1;2;2;29000
578;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_579;579;579;1;2;1994-12-08;1;1;2019-12-02;2019-12-02;2019-12-02;Demais Servidores;2019-12-02;Demais Servidores;2202.47;2202.47;308.3458;0;0;0;0;1;2;2;29000
579;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;1;7;1;ativos_580;580;580;2;2;2000-12-06;1;1;2020-12-01;2020-12-01;2020-12-01;Demais Servidores;2020-12-01;Demais Servidores;3948.57;3948.57;552.7998000000001;0;0;0;0;1;2;2;29000
580;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_581;581;581;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;5295.41;5295.41;741.3574000000001;0;0;0;0;1;2;2;29000
581;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_582;582;582;1;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;2593.29;2593.29;363.0606;0;0;0;0;1;2;2;29000
582;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_583;583;583;1;2;1990-12-09;1;1;2015-12-03;2015-12-03;2015-12-03;Demais Servidores;2015-12-03;Demais Servidores;5547.74;5547.74;776.6836000000001;0;0;0;0;1;2;2;29000
583;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_584;584;584;2;2;1985-12-10;1;1;2010-12-04;2010-12-04;2010-12-04;Demais Servidores;2010-12-04;Demais Servidores;2964.28;2964.28;414.9992000000001;0;0;0;0;1;2;2;29000
584;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;2;3;ativos_585;585;585;1;2;1997-12-07;1;1;2020-12-01;2020-12-01;2020-12-01;Professor;2020-12-01;Professor;6776.66;6776.66;948.7324000000001;0;0;0;0;1;2;2;29000
585;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_586;586;586;2;2;1988-12-09;1;1;2013-12-03;2013-12-03;2013-12-03;Demais Servidores;2013-12-03;Demais Servidores;11736.79;11736.79;992.2108000000002;0;0;0;0;1;2;2;29000
586;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;1;7;1;ativos_587;587;587;2;2;1989-12-09;1;1;2014-12-03;2014-12-03;2014-12-03;Demais Servidores;2014-12-03;Demais Servidores;1576.55;1576.55;220.717;0;0;0;0;1;2;2;29000
