;NU_ANO;NU_MES;CO_IBGE;NO_ENTE;SG_UF;CO_COMP_MASSA;CO_TIPO_FUNDO;CNPJ_ORGAO;NO_ORGAO;CO_PODER;CO_TIPO_PODER;CO_TIPO_POPULACAO;CO_TIPO_CARGO;CO_TIPO_APOSENTADORIA;ID_APOSENTADO_MATRICULA;ID_APOSENTADO_CPF;ID_APOSENT_PIS_PASEP;CO_SEXO_APOSENTADO;CO_EST_CIVIL_APOSENTADO;DT_NASC_APOSENTADO;DT_ING_SERV_PUB;DT_ING_ENTE;DT_INICIO_APOSENTADORIA;VL_APOSENTADORIA;VL_CONTRIBUICAO;VL_COMPENS_PREVID;IN_PARID_SERV;CO_CONDICAO_APOSENTADO;NU_DEPENDENTES;NU_TEMPO_RPPS_MUN;NU_TEMPO_RPPS_EST;NU_TEMPO_RPPS_FED;IN_PREV_COMP;VL_TETO_ESPECIFICO
827;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_828;7509;828;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;10626.48;0.0;0;1;1;1;0;0;0;2;29000
828;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_829;7510;829;2;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;14223.36;0.0;0;1;1;1;0;0;0;2;29000
829;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_830;7511;830;2;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;6641.51;0.0;0;1;1;1;0;0;0;2;29000
830;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_831;7512;831;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;3656.01;0.0;0;1;1;1;0;0;0;2;29000
831;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_832;7513;832;1;2;1944-12-20;1969-12-14;1969-12-14;1994-12-08;21258.37;0.0;0;1;1;1;0;0;0;2;29000
832;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_833;7514;833;1;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;12945.63;0.0;0;2;1;1;0;0;0;2;29000
833;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_834;7515;834;1;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;8441.73;0.0;0;1;1;2;0;0;0;2;29000
834;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_835;7516;835;2;2;1937-12-22;1962-12-16;1962-12-16;1987-12-10;12150.94;0.0;0;1;1;1;0;0;0;2;29000
835;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_836;7517;836;1;2;1945-12-20;1970-12-14;1970-12-14;1995-12-08;9305.94;0.0;0;1;1;1;0;0;0;2;29000
836;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_837;7518;837;2;2;1951-12-19;1976-12-12;1976-12-12;2001-12-06;13364.91;0.0;0;1;1;1;0;0;0;2;29000
837;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_838;7519;838;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;6946.63;0.0;0;1;1;1;0;0;0;2;29000
838;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_839;7520;839;1;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;10921.17;0.0;0;1;1;1;0;0;0;2;29000
839;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_840;7521;840;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;12821.46;0.0;0;1;1;1;0;0;0;2;29000
840;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_841;7522;841;2;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;17573.04;0.0;0;1;1;1;0;0;0;2;29000
841;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_842;7523;842;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;10706.58;0.0;0;1;1;1;0;0;0;2;29000
842;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_843;7524;843;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;11457.14;0.0;0;1;1;1;0;0;0;2;29000
843;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_844;7525;844;1;2;1952-12-18;1977-12-12;1977-12-12;2002-12-06;9158.56;0.0;0;2;1;1;0;0;0;2;29000
844;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_845;7526;845;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;4502.42;0.0;0;1;1;1;0;0;0;2;29000
845;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_846;7527;846;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;15468.5;0.0;0;1;1;1;0;0;0;2;29000
846;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_847;7528;847;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;8795.99;0.0;0;1;1;2;0;0;0;2;29000
847;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_848;7529;848;1;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;7255.75;0.0;0;1;1;1;0;0;0;2;29000
848;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_849;7530;849;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;3305.0;0.0;0;1;1;1;0;0;0;2;29000
849;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_850;7531;850;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;11740.71;0.0;0;2;1;1;0;0;0;2;29000
850;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_851;7532;851;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;8127.56;0.0;0;1;1;1;0;0;0;2;29000
851;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_852;7533;852;2;2;1943-12-21;1968-12-14;1968-12-14;1993-12-08;17126.92;0.0;0;1;1;1;0;0;0;2;29000
852;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_853;7534;853;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;13968.14;0.0;0;1;1;1;0;0;0;2;29000
853;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_854;7535;854;1;2;1962-12-16;1987-12-10;1987-12-10;2012-12-03;10148.89;0.0;0;1;1;1;0;0;0;2;29000
854;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_855;7536;855;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;14599.03;0.0;0;1;1;1;0;0;0;2;29000
855;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_856;7537;856;1;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;6569.43;0.0;0;1;1;1;0;0;0;2;29000
856;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_857;7538;857;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;7887.28;0.0;0;1;1;1;0;0;0;2;29000
857;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_858;7539;858;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;9980.34;0.0;0;1;1;1;0;0;0;2;29000
858;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_859;7540;859;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;14781.81;0.0;0;1;1;1;0;0;0;2;29000
859;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_860;7541;860;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;8897.2;0.0;0;1;1;1;0;0;0;2;29000
860;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_861;7542;861;1;2;1936-12-22;1961-12-16;1961-12-16;1986-12-10;6938.63;0.0;0;1;1;1;0;0;0;2;29000
861;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_862;7543;862;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;3812.41;0.0;0;1;1;2;0;0;0;2;29000
862;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_863;7544;863;2;2;1948-12-19;1973-12-13;1973-12-13;1998-12-07;10425.4;0.0;0;1;1;2;0;0;0;2;29000
863;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_864;7545;864;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;6389.54;0.0;0;1;1;1;0;0;0;2;29000
864;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_865;7546;865;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;7129.77;0.0;0;1;1;1;0;0;0;2;29000
865;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_866;7547;866;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;9044.11;0.0;0;1;1;2;0;0;0;2;29000
866;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_867;7548;867;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;6351.17;0.0;0;1;1;1;0;0;0;2;29000
867;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_868;7549;868;1;2;1952-12-18;1977-12-12;1977-12-12;2002-12-06;10258.62;0.0;0;1;1;2;0;0;0;2;29000
868;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_869;7550;869;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;20053.23;0.0;0;1;1;1;0;0;0;2;29000
869;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_870;7551;870;1;2;1945-12-20;1970-12-14;1970-12-14;1995-12-08;8415.28;0.0;0;1;1;1;0;0;0;2;29000
870;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_871;7552;871;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;6028.27;0.0;0;1;1;1;0;0;0;2;29000
871;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_872;7553;872;1;2;1965-12-15;1990-12-09;1990-12-09;2015-12-03;8402.98;0.0;0;1;1;1;0;0;0;2;29000
872;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_873;7554;873;1;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;6482.45;0.0;0;1;1;1;0;0;0;2;29000
873;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_874;7555;874;1;2;1952-12-18;1977-12-12;1977-12-12;2002-12-06;9670.84;0.0;0;2;1;1;0;0;0;2;29000
874;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_875;7556;875;1;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;7147.52;0.0;0;1;1;1;0;0;0;2;29000
875;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_876;7557;876;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;9220.88;0.0;0;1;1;1;0;0;0;2;29000
876;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_877;7558;877;2;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;3626.93;0.0;0;1;1;1;0;0;0;2;29000
877;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_878;7559;878;2;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;9312.44;0.0;0;1;1;1;0;0;0;2;29000
878;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_879;7560;879;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;15631.1;0.0;0;2;1;2;0;0;0;2;29000
879;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_880;7561;880;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;9351.24;0.0;0;1;1;1;0;0;0;2;29000
880;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_881;7562;881;2;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;11034.09;0.0;0;1;1;1;0;0;0;2;29000
881;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_882;7563;882;2;2;1951-12-19;1976-12-12;1976-12-12;2001-12-06;10198.02;0.0;0;2;1;1;0;0;0;2;29000
882;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_883;7564;883;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;7466.86;0.0;0;1;1;1;0;0;0;2;29000
883;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_884;7565;884;1;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;10593.0;0.0;0;1;1;1;0;0;0;2;29000
884;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_885;7566;885;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;11347.88;0.0;0;1;1;1;0;0;0;2;29000
885;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_886;7567;886;1;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;16396.82;0.0;0;1;1;1;0;0;0;2;29000
886;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_887;7568;887;2;2;1944-12-20;1969-12-14;1969-12-14;1994-12-08;10749.54;0.0;0;1;1;1;0;0;0;2;29000
887;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_888;7569;888;2;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;6476.37;0.0;0;2;1;1;0;0;0;2;29000
888;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_889;7570;889;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;11309.57;0.0;0;1;1;1;0;0;0;2;29000
889;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_890;7571;890;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;14147.56;0.0;0;1;1;1;0;0;0;2;29000
890;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_891;7572;891;1;2;1945-12-20;1970-12-14;1970-12-14;1995-12-08;7738.4;0.0;0;1;1;1;0;0;0;2;29000
891;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_892;7573;892;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;3301.68;0.0;0;2;1;1;0;0;0;2;29000
892;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_893;7574;893;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;9316.51;0.0;0;1;1;1;0;0;0;2;29000
893;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_894;7575;894;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;9065.81;0.0;0;1;1;1;0;0;0;2;29000
894;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_895;7576;895;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;5016.58;0.0;0;1;1;1;0;0;0;2;29000
895;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_896;7577;896;1;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;4571.11;0.0;0;1;1;1;0;0;0;2;29000
896;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_897;7578;897;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;10512.98;0.0;0;2;1;1;0;0;0;2;29000
897;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_898;7579;898;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;7559.66;0.0;0;1;1;1;0;0;0;2;29000
898;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_899;7580;899;2;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;8188.08;0.0;0;1;1;1;0;0;0;2;29000
899;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_900;7581;900;2;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;6668.42;0.0;0;1;1;1;0;0;0;2;29000
900;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_901;7582;901;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;9558.11;0.0;0;1;1;1;0;0;0;2;29000
901;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_902;7583;902;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;12211.98;0.0;0;1;1;2;0;0;0;2;29000
902;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_903;7584;903;2;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;9281.29;0.0;0;1;1;1;0;0;0;2;29000
903;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_904;7585;904;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;9618.820450667235;0.0;0;1;1;1;0;0;0;2;29000
904;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_905;7586;905;1;2;1944-12-20;1969-12-14;1969-12-14;1994-12-08;8462.4;0.0;0;1;1;1;0;0;0;2;29000
905;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_906;7587;906;2;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;10012.25;0.0;0;1;1;1;0;0;0;2;29000
906;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_907;7588;907;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;5457.28;0.0;0;1;1;1;0;0;0;2;29000
907;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_908;7589;908;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;6511.16;0.0;0;1;1;1;0;0;0;2;29000
908;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_909;7590;909;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;8860.29;0.0;0;1;1;1;0;0;0;2;29000
909;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_910;7591;910;1;2;1965-12-15;1990-12-09;1990-12-09;2015-12-03;9918.3;0.0;0;1;1;1;0;0;0;2;29000
910;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_911;7592;911;1;2;1962-12-16;1987-12-10;1987-12-10;2012-12-03;14018.22;0.0;0;1;1;1;0;0;0;2;29000
911;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_912;7593;912;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;10048.17;0.0;0;2;1;1;0;0;0;2;29000
912;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_913;7594;913;2;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;12532.99;0.0;0;1;1;1;0;0;0;2;29000
913;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_914;7595;914;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;5075.9;0.0;0;1;1;1;0;0;0;2;29000
914;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_915;7596;915;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;4887.85;0.0;0;1;1;1;0;0;0;2;29000
915;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_916;7597;916;2;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;12805.29;0.0;0;1;1;1;0;0;0;2;29000
916;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_917;7598;917;2;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;10299.84;0.0;0;1;1;1;0;0;0;2;29000
917;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_918;7599;918;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;10291.82;0.0;0;1;1;1;0;0;0;2;29000
918;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_919;7600;919;2;2;1945-12-20;1970-12-14;1970-12-14;1995-12-08;17227.62;0.0;0;2;1;1;0;0;0;2;29000
919;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_920;7601;920;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;13085.71;0.0;0;1;1;1;0;0;0;2;29000
920;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_921;7602;921;1;2;1943-12-21;1968-12-14;1968-12-14;1993-12-08;9742.82;0.0;0;1;1;1;0;0;0;2;29000
921;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_922;7603;922;1;2;1940-12-21;1965-12-15;1965-12-15;1990-12-09;6064.25;0.0;0;1;1;1;0;0;0;2;29000
922;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_923;7604;923;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;13728.54;0.0;0;2;1;2;0;0;0;2;29000
923;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_924;7605;924;2;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;7572.06;0.0;0;1;1;1;0;0;0;2;29000
924;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_925;7606;925;1;2;1952-12-18;1977-12-12;1977-12-12;2002-12-06;7035.19;0.0;0;2;1;1;0;0;0;2;29000
925;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_926;7607;926;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;7531.22;0.0;0;1;1;1;0;0;0;2;29000
926;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_927;7608;927;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;4126.32;0.0;0;1;1;1;0;0;0;2;29000
927;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_928;7609;928;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;14306.83;0.0;0;1;1;1;0;0;0;2;29000
928;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_929;7610;929;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;8619.07;0.0;0;1;1;1;0;0;0;2;29000
929;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_930;7611;930;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;13448.49;0.0;0;1;1;1;0;0;0;2;29000
930;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_931;7612;931;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;7551.44;0.0;0;1;1;1;0;0;0;2;29000
931;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_932;7613;932;1;2;1962-12-16;1987-12-10;1987-12-10;2012-12-03;10004.31;0.0;0;1;1;1;0;0;0;2;29000
932;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_933;7614;933;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;7513.69;0.0;0;1;1;1;0;0;0;2;29000
933;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_934;7615;934;2;2;1943-12-21;1968-12-14;1968-12-14;1993-12-08;9985.43;0.0;0;1;1;1;0;0;0;2;29000
934;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_935;7616;935;2;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;4914.53;0.0;0;2;1;1;0;0;0;2;29000
935;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_936;7617;936;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;11886.03;0.0;0;1;1;1;0;0;0;2;29000
936;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_937;7618;937;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;15254.64;0.0;0;1;1;1;0;0;0;2;29000
937;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_938;7619;938;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;10015.45;0.0;0;1;1;1;0;0;0;2;29000
938;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_939;7620;939;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;7580.17;0.0;0;1;1;1;0;0;0;2;29000
939;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_940;7621;940;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;11134.74;0.0;0;1;1;1;0;0;0;2;29000
940;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_941;7622;941;2;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;10464.19;0.0;0;1;1;1;0;0;0;2;29000
